Video ID,Video Link,Title,Description,Category Id,Category,Watched At
S43Vb30aM10,https://www.youtube.com/watch?v=S43Vb30aM10,Girls Trip,"If you love traveling with your friends, but don’t love sharing a bathroom with them, get more space in an Airbnb. 

MUSIC
Best Friend (feat. Doja Cat) - Saweetie, Doja Cat

ANIMATION 
Buck

ABOUT AIRBNB
Airbnb was born in 2008 when two Hosts welcomed three guests to their San Francisco home, and has since grown to millions of Hosts who have welcomed over 800 million guest arrivals in almost every country across the globe. Every day, our Hosts offer one-of-a-kind stays and unique experiences that make it possible for guests to experience the world in a more unique, authentic, connected way.

ABOUT THE CAMPAIGN
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.

CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://x.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 5:31 PM
yAHqWSoUpAk,https://www.youtube.com/watch?v=yAHqWSoUpAk,PB2024   Maple   15   YOUTUBE   1920x1080,,24,Entertainment,Watched at 5:31 PM
wAXKp6jovqE,https://www.youtube.com/watch?v=wAXKp6jovqE,Write Like a Pro | Write Your Best Work With Grammarly,,27,Education,Watched at 5:27 PM
qeoRwYLidtw,https://www.youtube.com/watch?v=qeoRwYLidtw,Shop $10 Shorts Now!,New VIP Member Exclusive,26,Howto & Style,Watched at 5:21 PM
IE4QtqXSFAI,https://www.youtube.com/watch?v=IE4QtqXSFAI,American Express® Gold Card | American Express,"» Subscribe to the Amex YouTube Channel: http://bit.ly/SubscribeAMEX 

Powerfully backing our customers, colleagues, and communities. #withAmex

About: American Express is a global service company, providing customers with exceptional access to charge and credit cards, insights and experiences that enrich lives and build business success. Get up close to the passionate lives of rising artists, a new wave of entrepreneurs, and everyday people. Join us for everyday inspiration on the official American Express YouTube channel. 

More from American Express!
Instagram: https://www.instagram.com/americanexpress/ 
Twitter: https://twitter.com/AmericanExpress
Facebook: https://www.facebook.com/AmericanExpressUS 
LinkedIn: https://www.linkedin.com/company/american-express 
 
American Express® Gold Card | American Express
https://youtu.be/IE4QtqXSFAI",24,Entertainment,Watched at 4:30 PM
ZVCmWmtEWZE,https://www.youtube.com/watch?v=ZVCmWmtEWZE,Being an entrepreneur isn’t for the faint of heart. But the payoff sure is worth it.,,24,Entertainment,Watched at 4:26 PM
tfHz9NtTXuw,https://www.youtube.com/watch?v=tfHz9NtTXuw,Write Like A Winner | Write Your Best Work With Grammarly,,27,Education,Watched at 4:14 PM
kBFwE70uD2Y,https://www.youtube.com/watch?v=kBFwE70uD2Y,monday.com | for whatever sprint you run,"Devs, ditch the chaos! monday.com streamlines dev workflows, integrates tools, and keeps projects on track, so you can focus on doing your best work.",28,Science & Technology,Watched at 4:10 PM
0VDxAhB04O4,https://www.youtube.com/watch?v=0VDxAhB04O4,CX50 IIHS Forest LA2 15s 16x9,"---
Subscribe to Mazda USA and never miss a video: https://bit.ly/MazdaUSA-subscribe 

Connect with Mazda USA on social:  
Like Mazda USA on Facebook: https://www.facebook.com/MazdaUSA
Follow Mazda USA on Instagram: https://www.instagram.com/mazdausa/   
Follow Mazda USA on Threads: https://www.threads.net/@mazdausa 
Follow Mazda USA on X: https://twitter.com/MazdaUSA  

Learn more about Mazda USA: https://bit.ly/3PwvMDM",2,Autos & Vehicles,Watched at 2:34 PM
d-Oj1sC1Tog,https://www.youtube.com/watch?v=d-Oj1sC1Tog,It’s reMarkable Paper Pro — our most advanced paper tablet.,,28,Science & Technology,Watched at 11:19 PM
xIVf3tjVgHU,https://www.youtube.com/watch?v=xIVf3tjVgHU,Write Like A Winner | Write Your Best Work With Grammarly,,27,Education,Watched at 8:04 PM
fLrwZQ8oo8Y,https://www.youtube.com/watch?v=fLrwZQ8oo8Y,Gold Boost 16x9 15s,Social media guidelines & legal info: http://rbnhd.co/social_media_disclosures,27,Education,Watched at 5:10 PM
4IMQ02gMA0g,https://www.youtube.com/watch?v=4IMQ02gMA0g,"Remitly Helps You Be There, Even When You Can't | Remitly Pillars2 7 IND HIN 6 16x9",,22,People & Blogs,Watched at 5:03 PM
8aNV2eTy3lM,https://www.youtube.com/watch?v=8aNV2eTy3lM,Pool,"Why share a pool, when you can get the whole pool to yourself?

If you're going away with your friends, why share a crowded hotel pool, when you could get an Airbnb with your own pool?",19,Travel & Events,Watched at 5:03 PM
CcZFbAGaOU0,https://www.youtube.com/watch?v=CcZFbAGaOU0,z Internal n VID v 0975 x 1 TV l MrMoodyTV30sNoQR y Tops o SSCrew u DadBod x Studio g New 50OFF NA1,,26,Howto & Style,Watched at 3:44 PM
5WgX3Ze0qgQ,https://www.youtube.com/watch?v=5WgX3Ze0qgQ,"From a Network of 30,000+ Therapists, Match Based on Your Needs, Preference, and Location","BetterHelp removes the traditional barriers to therapy to give everyone access to affordable and convenient mental health care. We’ll match you to a licensed therapist 100% online, so you can talk, text, and video call with your therapist at a time and place that works for you. If you’re interested in giving therapy a try, check out BetterHelp: http://betterhelp.com/",22,People & Blogs,Watched at 3:34 PM
ECYR56Pi1lU,https://www.youtube.com/watch?v=ECYR56Pi1lU,Bellroy Hide & Seek,"The Hide & Seek is a classic bestseller with a few surprises. The unique hidden flap keeps your cash hidden, while the flat pack card section keeps everything nice and slim. Shop the Hide & Seek at https://bellroy.com/products/hide-and-seek-wallet",1,Film & Animation,Watched at 3:15 PM
zHNmaDjhtys,https://www.youtube.com/watch?v=zHNmaDjhtys,z Internal n VID v 0944 x 2A YT l 1854 y Tops o SSCrew u WAGS x Mashup g More B&S TT1 JB1 j ENG,,26,Howto & Style,Watched at 3:01 PM
wAXKp6jovqE,https://www.youtube.com/watch?v=wAXKp6jovqE,Write Like a Pro | Write Your Best Work With Grammarly,,27,Education,Watched at 1:42 PM
sbEsaSHx1tU,https://www.youtube.com/watch?v=sbEsaSHx1tU,"Affordable, Convenient Online Therapy with BetterHelp","BetterHelp removes the traditional barriers to therapy to give everyone access to affordable and convenient mental health care. We’ll match you to a licensed therapist 100% online, so you can talk, text, and video call with your therapist at a time and place that works for you. If you’re interested in giving therapy a try, check out BetterHelp: http://betterhelp.com/",22,People & Blogs,Watched at 1:35 PM
hqvgs0NWQhg,https://www.youtube.com/watch?v=hqvgs0NWQhg,3 Months of Unlimited for $15/mo. | Mint Mobile New Customer Offer,"We're deflating prices, due to not hating you.

New customers get our 3-month unlimited plan for $15/month at https://www.mintmobile.com/

Follow us!
Instagram: https://www.instagram.com/mintmobile
Twitter: https://twitter.com/mintmobile
Facebook: https://www.facebook.com/MintMobileWireless
TikTok: https://www.tiktok.com/@mintmobile",28,Science & Technology,Watched at 1:30 PM
Fv_TkXSoi8g,https://www.youtube.com/watch?v=Fv_TkXSoi8g,OP20 GN3 CTA4b2,,22,People & Blogs,Watched at 1:26 PM
5YagUlY9_Uc,https://www.youtube.com/watch?v=5YagUlY9_Uc,Set Yourself Up for Success | Better Results With Grammarly,,27,Education,Watched at 1:20 PM
ke8FtEC7svY,https://www.youtube.com/watch?v=ke8FtEC7svY,CX90 30s October Offer,"---
Subscribe to Mazda USA and never miss a video: https://bit.ly/MazdaUSA-subscribe 

Connect with Mazda USA on social:  
Like Mazda USA on Facebook: https://www.facebook.com/MazdaUSA
Follow Mazda USA on Instagram: https://www.instagram.com/mazdausa/  
Follow Mazda USA on TikTok: https://www.tiktok.com/@mazdausa
Follow Mazda USA on Threads: https://www.threads.net/@mazdausa 
Follow Mazda USA on X: https://twitter.com/MazdaUSA  

Learn more about Mazda USA: https://bit.ly/3PwvMDM",2,Autos & Vehicles,Watched at 12:27 PM
5Od0aOse1wc,https://www.youtube.com/watch?v=5Od0aOse1wc,Temu's Big Game Ad Encore TV Commercial 2024,"🌟Celebrate Temu's Big Game Ad Encore with us! 🎉

🔥Unwrap your chance to shop to get our $10,000,000 giveaway
🛒Dive into a world of free gifts🛒
⏰The time is now – grab yours today! 🎁
*With qualifying orders
🔗 Click here https://app.temu.com/m/u1h17x4jj1v or search {free2024} on Temu!
✅ U.S. Time: From February 11, 2024 to February 12, 2024 （PST）

#TemuBigGame #FreeGiftsGalore #10MillionReasonsToShop #TemuCelebration
#TemuGameDay #FreeGiftsAwait #10MillionSurprises #ShopTemuNow",22,People & Blogs,Watched at 11:22 AM
YBP_UXrzFG4,https://www.youtube.com/watch?v=YBP_UXrzFG4,REMITLY CWC YTUBE AWARENESS 06 V10,,22,People & Blogs,Watched at 11:22 AM
or4P0p_ojkM,https://www.youtube.com/watch?v=or4P0p_ojkM,Same Room,"If your family needs more space on your next trip, why cram into a hotel room when you could get an Airbnb with room for everyone?

ABOUT AIRBNB:
Every day, people Airbnb their homes offering unique stays and one-of-a-kind activities that make it possible for guests to experience the world in a more authentic, connected way.

ABOUT THE CAMPAIGN:
When you’re going on a trip, why choose to be cramped in a hotel room, when you could get an Airbnb with a private pool, or a room for everyone? Made in collaboration with Buck Animation, these films show the many moments that booking an Airbnb makes more sense than booking a hotel.

SUBSCRIBE
https://www.youtube.com/channel/UCCww

CONNECT WITH AIRBNB
Visit the Airbnb website: https://www.airbnb.com
Follow Airbnb on Instagram: https://www.instagram.com/airbnb/
Follow Airbnb on X: https://X.com/airbnb
Follow Airbnb on TikTok: https://www.tiktok.com/@airbnb",19,Travel & Events,Watched at 10:02 AM
5FYXDVXdF5Q,https://www.youtube.com/watch?v=5FYXDVXdF5Q,Nescafé Gold- Make Your World,"Savor the rich aroma of Nescafé Gold. A blend of carefully selected beans, roasted to perfection with each granule, crafted with finesse. Time jab mile Jitna mile, make the most of it. Nescafé- Make Your World

#Nescafe #NescafeGold #RichAroma #SmoothTaste #Strongcoffee #CoffeeAtItsBest #MakeYourWorld

Shop Now: https://www.amazon.in/Nescafe-Gold-Smooth-Coffee-Powder/dp/B07K6L3KC6/ref=sr_1_1_f3_0o_fs_sspa?crid=7KV6VG0FB54C&dib=eyJ2IjoiMSJ9.HgVktUfhCcbczJQBQX5nXJ6kQFelD_687VL08O58ZKgJPmjU9TlgnFGT-nClFT9XMAqt-14yJsyfG8-Beg9HcM-DlFvwpZJEv02CaaCXRF-RCOUqKk45y1GJfmgl4imu7NSr8kk9xbQq8Ln1uAyS_WmRewItmitTQcU4TtrEBA_1aDf9PAWDfN7DtUbcVY616Te6TfiUNYzSLBe_F3hEaLvssrLdmvTl2_50rn6rrSd6vj8F1sUIn_tRownNQXCVVcYYGcmDFqv5kLQSrZr64rlroOgpWAqZh4uqvt-YYZg.AwZ80LnVWMQoFgVx7ik5xiFVAEnJLek__jDgWXIospQ&dib_tag=se&keywords=nescafe%2Bgold&qid=1723118386&sprefix=nescafe%2Bgo%2Caps%2C324&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1",22,People & Blogs,Watched at 8:50 AM
2QrKyUtBR_8,https://www.youtube.com/watch?v=2QrKyUtBR_8,Keracare is our Revolutionary Technology for Carefree Hair,"When your clients seek healthy and radiant hair, you recommend Keracare.
 
Made with revolutionary technology for care-free hair, the range is sulphate-free, paraben-free, and totally colour safe.

#GodrejProfessional #KeraCare #HairCare#HairStyle #HairCut #Carefree #HealthyHair #HairRoutine",22,People & Blogs,Watched at 8:50 AM
1DZp5FDPaLg,https://www.youtube.com/watch?v=1DZp5FDPaLg,#BadalLifeKiRaftaar with NESCAFÉ,"Stepping up in life brings with it newness and excitement. As you step out of your home, many new challenges will come your way. Rise up to them with your partner, NESCAFÉ - as its time to #BadalLifeKiRaftaar

#NESCAFÉ #NESCAFÉClassic #NESCAFE #NESCAFEClassic #Coffee #coffee #coffeetime #coffeegram #coffeelover",22,People & Blogs,Watched at 8:41 AM
w0oJjsc3NPY,https://www.youtube.com/watch?v=w0oJjsc3NPY,Hone wali hai shubh muhurat ki shuruaat,"Shubh muhurat aaya, Hero saath laya! This Shubh Muhurat get great discounts, low down payments, low interest rates and unmatched offers with Hero GIFT!
Book your Hero now!
https://www.heromotocorp.com/en-in/campaigns/festive-2024.html",22,People & Blogs,Watched at 8:40 AM
K188DUQca3k,https://www.youtube.com/watch?v=K188DUQca3k,If rooms could talk...| Godrej aer matic - 20 seconder (Hindi),"There’s nothing more relaxing than spending quality time with your family. And what makes it even more amazing is Godrej aer matic's automatic bursts of fragrance. It sprays every 10, 20, or 40 minutes to not only make you smile but also your room! 
We're sure, if rooms could talk, they'd ask for Godrej aer.

#IfRoomsCouldTalk #Godrejaermatic #Godrejaer

Follow Godrej aer on: 

Website: https://www.godrejaer.com/ 
Instagram: https://www.instagram.com/godrejaer/ 
Facebook: https://www.facebook.com/godrejaer/ 
Twitter: https://twitter.com/godrejaer",24,Entertainment,Watched at 8:32 AM
t4kDdO5lg40,https://www.youtube.com/watch?v=t4kDdO5lg40,NEW SMOODH LASSI - Best Choice! Hindi,"New SMOODH Lassi is the perfect refreshment - So creamy! So delicious! So SMOODH!

OH SO SMOOOOOOODH!
Join us at https://www.instagram.com/smoodh.dairy/",22,People & Blogs,Watched at 8:32 AM
jL5_xzn8KUM,https://www.youtube.com/watch?v=jL5_xzn8KUM,Mahindra #सबCultures on Disney+ Hotstar | 10 Second Promo,,1,Film & Animation,Watched at 8:21 AM
sHp5nhxwS0I,https://www.youtube.com/watch?v=sHp5nhxwS0I,Make Room for All Things Festive with IKEA | STORHET,"A cooling beverage or a delectable dessert, you can serve it all with STORHET! Make room for all things festive with IKEA.

#IKEA #GharAajao #AllThingsFestive",26,Howto & Style,Watched at 8:21 AM
YLnjXNLgpVE,https://www.youtube.com/watch?v=YLnjXNLgpVE,QR Code Video_UGC,,17,Sports,Watched at 11:55 PM
5WgX3Ze0qgQ,https://www.youtube.com/watch?v=5WgX3Ze0qgQ,"From a Network of 30,000+ Therapists, Match Based on Your Needs, Preference, and Location","BetterHelp removes the traditional barriers to therapy to give everyone access to affordable and convenient mental health care. We’ll match you to a licensed therapist 100% online, so you can talk, text, and video call with your therapist at a time and place that works for you. If you’re interested in giving therapy a try, check out BetterHelp: http://betterhelp.com/",22,People & Blogs,Watched at 11:52 PM
